Partner,SeniorCitizen,InternetService,PaymentMethod,PaperlessBilling,MonthlyCharges,StreamingMovies,DeviceProtection,Contract,tenure,Dependents,Churn
False,False,DSL,Bank transfer (automatic),True,44.65,True,False,Month-to-month,26,False,False
True,False,No,Bank transfer (automatic),False,24.45,False,False,Two year,72,True,False
False,False,DSL,Mailed check,False,71.1,True,False,Two year,3,False,False
False,False,DSL,Bank transfer (automatic),True,49.75,False,False,Month-to-month,52,False,False
True,False,DSL,Bank transfer (automatic),False,58.25,False,False,One year,68,False,False
True,False,DSL,Bank transfer (automatic),True,50.3,False,False,Month-to-month,7,False,False
True,False,DSL,Credit card (automatic),True,94.8,True,True,Two year,70,False,False
False,False,DSL,Mailed check,False,35.75,False,False,Two year,24,True,False
False,False,Fiber optic,Mailed check,True,79.1,False,False,Month-to-month,23,False,False
True,False,Fiber optic,Credit card (automatic),False,101.0,True,True,Two year,70,False,False
True,False,Fiber optic,Electronic check,False,85.9,False,False,Month-to-month,25,True,False
True,False,No,Credit card (automatic),True,20.05,False,False,Month-to-month,10,True,False
False,False,Fiber optic,Mailed check,True,89.85,False,True,Month-to-month,3,False,False
False,False,No,Electronic check,False,20.7,False,False,Month-to-month,1,False,False
False,True,No,Bank transfer (automatic),False,20.05,False,False,Month-to-month,5,False,False
False,False,No,Bank transfer (automatic),False,20.1,False,False,One year,16,False,False
True,False,DSL,Credit card (automatic),False,80.1,True,True,Month-to-month,29,True,False
True,False,Fiber optic,Electronic check,True,81.2,False,True,Month-to-month,40,True,False
True,False,Fiber optic,Credit card (automatic),True,109.1,True,False,Two year,58,False,False
False,False,Fiber optic,Electronic check,True,81.45,False,False,Month-to-month,12,False,False
True,False,Fiber optic,Electronic check,False,81.95,False,False,Month-to-month,26,True,False
False,False,No,Mailed check,False,23.75,False,False,One year,18,False,False
True,False,Fiber optic,Electronic check,True,109.95,True,True,Month-to-month,35,True,False
True,False,Fiber optic,Credit card (automatic),True,84.65,False,False,Two year,63,False,False
False,False,Fiber optic,Bank transfer (automatic),False,80.05,False,True,Month-to-month,17,False,False
False,False,No,Mailed check,True,19.7,False,False,Two year,20,False,False
True,False,DSL,Mailed check,False,33.75,False,False,Month-to-month,29,False,False
True,False,DSL,Electronic check,True,45.45,False,False,Month-to-month,8,True,False
True,False,No,Bank transfer (automatic),False,20.45,False,False,Two year,62,True,False
False,True,Fiber optic,Electronic check,True,69.7,False,False,Month-to-month,8,False,False
True,False,Fiber optic,Electronic check,True,90.1,True,False,Month-to-month,1,True,False
False,False,No,Credit card (automatic),False,19.6,False,False,Month-to-month,14,False,False
True,False,DSL,Mailed check,True,30.25,False,False,Month-to-month,2,True,False
False,False,No,Mailed check,True,21.05,False,False,Month-to-month,1,True,False
True,False,Fiber optic,Credit card (automatic),True,101.9,True,False,One year,27,False,False
False,False,Fiber optic,Credit card (automatic),False,94.9,False,True,One year,47,False,False
False,True,Fiber optic,Bank transfer (automatic),True,101.4,True,False,One year,60,False,False
True,False,No,Mailed check,False,23.85,False,False,Two year,23,True,False
False,False,DSL,Credit card (automatic),False,59.45,False,False,One year,26,False,False
True,False,Fiber optic,Electronic check,True,111.45,True,True,One year,64,True,False
True,False,Fiber optic,Electronic check,False,70.5,False,False,Month-to-month,4,False,False
False,True,DSL,Credit card (automatic),True,33.45,False,False,Month-to-month,43,False,False
False,False,Fiber optic,Electronic check,False,105.4,True,False,Month-to-month,63,False,False
False,False,Fiber optic,Electronic check,True,106.45,True,True,Month-to-month,61,False,False
True,False,DSL,Mailed check,True,57.75,False,False,One year,23,True,False
True,False,DSL,Electronic check,False,54.3,False,False,Month-to-month,25,True,False
True,False,Fiber optic,Electronic check,True,114.0,True,True,Two year,72,True,False
True,False,Fiber optic,Bank transfer (automatic),True,82.85,True,False,One year,28,True,False
True,False,No,Mailed check,True,19.2,False,False,Two year,70,True,False
False,False,Fiber optic,Credit card (automatic),True,95.0,False,True,Month-to-month,30,False,False
False,False,Fiber optic,Credit card (automatic),True,94.45,True,True,One year,53,False,False
True,False,Fiber optic,Credit card (automatic),True,95.2,True,False,One year,47,False,False
False,True,DSL,Bank transfer (automatic),False,65.25,True,True,One year,54,False,False
False,True,Fiber optic,Electronic check,True,90.1,False,True,Month-to-month,9,False,False
False,False,DSL,Mailed check,False,51.55,False,False,Month-to-month,2,True,False
True,False,Fiber optic,Electronic check,True,85.1,False,False,Month-to-month,55,True,False
False,False,Fiber optic,Electronic check,True,89.55,False,False,One year,41,False,False
False,False,Fiber optic,Electronic check,True,89.25,True,True,Month-to-month,6,False,False
False,False,No,Mailed check,True,24.85,False,False,One year,41,False,False
False,False,DSL,Bank transfer (automatic),False,50.1,False,False,Month-to-month,14,False,False
True,False,Fiber optic,Credit card (automatic),True,80.0,False,False,Month-to-month,22,False,False
False,False,No,Bank transfer (automatic),True,19.5,False,False,One year,25,False,False
False,False,Fiber optic,Bank transfer (automatic),False,107.45,True,True,One year,51,False,False
False,False,Fiber optic,Electronic check,True,71.05,False,False,Month-to-month,7,True,False
False,False,DSL,Electronic check,True,60.25,False,False,Month-to-month,3,False,False
False,False,No,Mailed check,False,19.65,False,False,Two year,52,False,False
True,False,DSL,Credit card (automatic),True,92.2,True,True,Two year,68,True,False
False,False,No,Credit card (automatic),False,20.25,False,False,Two year,72,False,False
True,False,DSL,Bank transfer (automatic),True,54.1,True,True,Two year,68,False,False
True,False,No,Mailed check,False,20.5,False,False,Two year,55,True,False
True,False,No,Mailed check,False,26.1,False,False,Two year,72,True,False
True,False,DSL,Credit card (automatic),True,54.4,False,True,One year,18,True,False
False,False,No,Mailed check,True,20.05,False,False,Month-to-month,22,False,False
False,False,Fiber optic,Credit card (automatic),False,80.05,False,False,Month-to-month,35,False,False
True,False,DSL,Bank transfer (automatic),False,51.0,False,False,Month-to-month,11,True,False
False,False,No,Mailed check,False,20.8,False,False,Two year,58,False,False
False,False,Fiber optic,Bank transfer (automatic),False,90.4,False,True,One year,30,False,False
True,False,DSL,Mailed check,True,61.95,False,True,One year,17,True,False
True,False,Fiber optic,Bank transfer (automatic),True,112.55,True,True,Two year,69,False,False
False,True,Fiber optic,Bank transfer (automatic),True,83.8,False,False,Month-to-month,2,False,False
True,False,Fiber optic,Credit card (automatic),True,99.0,False,True,Two year,71,True,False
False,False,Fiber optic,Electronic check,True,74.2,False,False,Month-to-month,29,False,False
False,False,No,Bank transfer (automatic),False,20.5,False,False,One year,2,True,False
True,False,Fiber optic,Electronic check,True,100.3,True,False,One year,68,False,False
False,False,DSL,Electronic check,False,81.7,True,True,One year,27,False,False
True,False,DSL,Mailed check,False,35.35,False,True,One year,36,False,False
False,False,DSL,Electronic check,True,54.75,True,True,One year,42,False,False
False,False,DSL,Mailed check,False,70.7,True,False,Month-to-month,3,True,False
True,False,DSL,Electronic check,False,54.25,False,True,Month-to-month,23,False,False
False,False,No,Mailed check,False,19.65,False,False,Month-to-month,18,False,False
False,False,Fiber optic,Mailed check,False,78.75,True,False,Month-to-month,5,False,False
False,False,DSL,Mailed check,True,44.9,False,False,Month-to-month,1,False,False
True,False,Fiber optic,Bank transfer (automatic),True,113.65,True,True,Two year,72,False,False
False,False,Fiber optic,Bank transfer (automatic),True,93.4,False,True,Month-to-month,40,False,False
True,False,No,Bank transfer (automatic),False,18.4,False,False,Two year,59,False,False
True,False,Fiber optic,Electronic check,True,110.15,True,True,Two year,72,False,False
True,False,Fiber optic,Electronic check,True,92.85,True,True,One year,64,True,False
True,False,No,Credit card (automatic),False,20.35,False,False,One year,15,True,False
False,False,No,Mailed check,False,20.1,False,False,One year,16,False,False
False,False,No,Mailed check,True,19.95,False,False,Month-to-month,4,False,False
False,False,Fiber optic,Bank transfer (automatic),True,100.5,True,True,Month-to-month,26,False,False
False,False,Fiber optic,Bank transfer (automatic),True,108.2,True,True,Month-to-month,20,False,False
False,False,DSL,Mailed check,True,75.85,True,False,One year,12,False,False
True,False,DSL,Credit card (automatic),False,56.1,False,False,One year,42,False,False
True,False,Fiber optic,Electronic check,False,100.3,True,True,One year,52,True,False
False,False,Fiber optic,Bank transfer (automatic),True,74.6,False,False,Month-to-month,49,False,False
True,False,DSL,Mailed check,False,80.9,True,True,One year,21,False,False
True,True,Fiber optic,Credit card (automatic),True,102.65,True,True,Two year,72,False,False
True,False,Fiber optic,Mailed check,True,73.55,False,False,Month-to-month,64,False,False
False,False,Fiber optic,Electronic check,True,85.95,True,False,Month-to-month,13,False,False
False,False,DSL,Bank transfer (automatic),False,67.8,True,False,Month-to-month,13,False,False
True,False,No,Bank transfer (automatic),True,20.5,False,False,One year,44,True,False
True,False,DSL,Credit card (automatic),True,90.55,True,True,Two year,71,True,False
True,False,DSL,Bank transfer (automatic),True,83.3,True,True,Two year,72,True,False
False,True,No,Mailed check,False,20.65,False,False,One year,17,False,False
True,False,No,Credit card (automatic),False,19.5,False,False,Two year,59,True,False
True,False,DSL,Credit card (automatic),True,38.1,False,True,One year,25,False,False
False,False,DSL,Electronic check,True,61.25,False,False,One year,11,False,False
False,False,No,Bank transfer (automatic),False,19.9,False,False,Month-to-month,32,False,False
False,False,DSL,Bank transfer (automatic),False,70.1,False,True,Two year,58,False,False
False,False,Fiber optic,Credit card (automatic),True,85.3,True,True,Month-to-month,9,False,False
True,False,DSL,Credit card (automatic),True,82.0,True,True,One year,26,True,False
False,False,No,Bank transfer (automatic),False,18.75,False,False,Month-to-month,2,False,False
False,False,Fiber optic,Credit card (automatic),False,90.45,True,False,One year,63,False,False
True,False,No,Mailed check,True,24.8,False,False,Two year,40,True,False
False,False,No,Mailed check,False,19.5,False,False,One year,10,False,False
True,False,DSL,Bank transfer (automatic),True,65.15,False,False,Month-to-month,11,True,False
True,False,DSL,Mailed check,False,60.9,False,False,Month-to-month,28,False,False
False,False,DSL,Electronic check,True,48.25,True,True,Month-to-month,25,False,False
False,False,No,Mailed check,False,20.05,False,False,Month-to-month,18,False,False
True,False,DSL,Mailed check,False,65.5,False,False,One year,59,True,False
True,False,DSL,Electronic check,False,54.1,False,False,Month-to-month,25,False,False
False,False,Fiber optic,Electronic check,True,103.95,True,True,One year,61,False,False
False,True,Fiber optic,Bank transfer (automatic),False,80.7,False,False,Month-to-month,20,False,False
True,False,DSL,Mailed check,False,70.6,True,False,One year,46,False,False
True,True,Fiber optic,Credit card (automatic),True,96.35,False,True,Two year,71,False,False
True,False,DSL,Electronic check,False,60.35,False,False,Month-to-month,25,True,False
False,False,Fiber optic,Credit card (automatic),False,98.0,False,True,Two year,63,False,False
False,False,Fiber optic,Credit card (automatic),True,110.0,True,True,One year,65,False,False
True,False,Fiber optic,Electronic check,False,76.05,False,True,Two year,71,True,False
True,False,DSL,Bank transfer (automatic),False,63.8,True,False,Two year,47,True,False
True,False,DSL,Electronic check,False,90.4,True,True,Two year,71,True,False
True,False,DSL,Mailed check,True,87.2,True,True,One year,49,True,False
True,False,Fiber optic,Bank transfer (automatic),True,108.25,True,True,Month-to-month,53,True,False
False,False,No,Bank transfer (automatic),False,19.85,False,False,Two year,62,False,False
False,False,No,Electronic check,False,19.9,False,False,Month-to-month,2,False,False
True,False,Fiber optic,Bank transfer (automatic),True,113.45,True,True,One year,47,True,False
True,False,Fiber optic,Bank transfer (automatic),False,105.75,True,True,One year,40,False,False
False,False,No,Mailed check,False,20.5,False,False,Two year,19,True,False
True,True,Fiber optic,Bank transfer (automatic),True,100.4,True,False,Month-to-month,58,False,False
False,False,Fiber optic,Electronic check,False,90.65,False,False,Month-to-month,4,False,False
True,False,DSL,Mailed check,True,55.7,False,False,Month-to-month,5,True,False
True,False,No,Bank transfer (automatic),True,25.4,False,False,Month-to-month,25,True,False
True,False,DSL,Bank transfer (automatic),False,64.1,False,False,Two year,68,False,False
True,True,Fiber optic,Bank transfer (automatic),False,70.45,False,False,Month-to-month,13,False,False
True,True,Fiber optic,Electronic check,True,105.6,True,False,One year,67,False,False
True,False,DSL,Credit card (automatic),True,54.75,False,False,Month-to-month,27,True,False
True,True,Fiber optic,Electronic check,False,107.05,True,False,Month-to-month,20,False,False
False,False,Fiber optic,Credit card (automatic),True,104.05,True,True,One year,32,False,False
True,False,Fiber optic,Electronic check,False,100.85,True,True,Month-to-month,34,False,False
False,False,DSL,Bank transfer (automatic),False,68.8,False,True,One year,63,False,False
False,False,Fiber optic,Electronic check,False,80.55,False,True,Month-to-month,9,False,False
False,False,DSL,Credit card (automatic),False,55.2,False,True,One year,15,True,False
True,False,Fiber optic,Credit card (automatic),True,104.05,True,False,Two year,64,False,False
True,False,Fiber optic,Mailed check,False,118.6,True,True,Two year,68,False,False
True,False,Fiber optic,Mailed check,False,94.8,True,True,One year,32,True,False
True,False,DSL,Bank transfer (automatic),False,72.95,False,True,Two year,70,False,False
True,False,DSL,Mailed check,False,54.7,False,False,Month-to-month,4,False,False
True,False,No,Mailed check,True,19.55,False,False,Two year,29,False,False
True,False,DSL,Credit card (automatic),True,83.3,True,True,Two year,71,False,False
True,True,Fiber optic,Bank transfer (automatic),True,105.7,False,True,Month-to-month,30,False,False
True,True,Fiber optic,Bank transfer (automatic),True,84.95,False,False,One year,47,True,False
False,False,No,Mailed check,False,19.25,False,False,Two year,35,False,False
False,False,DSL,Credit card (automatic),True,35.2,False,True,One year,43,False,False
False,False,No,Bank transfer (automatic),False,20.6,False,False,One year,35,False,False
False,False,DSL,Electronic check,True,56.4,False,False,Month-to-month,4,False,False
False,False,No,Mailed check,False,20.75,False,False,Two year,24,False,False
False,False,Fiber optic,Credit card (automatic),True,94.1,True,True,One year,54,False,False
True,False,Fiber optic,Electronic check,True,97.85,True,True,Two year,72,False,False
True,True,Fiber optic,Credit card (automatic),True,109.4,True,True,Month-to-month,65,False,False
True,False,No,Credit card (automatic),False,25.1,False,False,Two year,36,True,False
False,False,DSL,Credit card (automatic),False,65.6,False,True,One year,15,True,False
False,False,DSL,Credit card (automatic),False,62.05,True,True,One year,40,False,False
True,False,No,Electronic check,False,20.85,False,False,One year,71,False,False
False,False,Fiber optic,Electronic check,True,109.9,True,True,Two year,72,False,False
True,False,No,Bank transfer (automatic),False,23.65,False,False,Two year,62,False,False
False,True,Fiber optic,Electronic check,True,73.55,False,False,Month-to-month,18,False,False
True,False,No,Mailed check,True,19.15,False,False,Two year,63,True,False
True,False,Fiber optic,Mailed check,False,86.8,False,True,One year,23,True,False
True,False,No,Bank transfer (automatic),False,20.05,False,False,Two year,72,False,False
False,False,DSL,Mailed check,True,29.8,False,True,Month-to-month,26,True,False
False,False,Fiber optic,Mailed check,False,84.25,False,False,Month-to-month,46,False,False
False,False,DSL,Credit card (automatic),True,53.4,True,True,Month-to-month,67,False,False
False,False,DSL,Bank transfer (automatic),True,49.85,True,False,Two year,31,False,False
True,True,Fiber optic,Credit card (automatic),True,100.5,True,True,One year,60,False,False
True,False,DSL,Electronic check,False,58.6,False,True,Two year,55,False,False
True,True,DSL,Credit card (automatic),True,29.8,False,True,One year,69,False,False
True,False,Fiber optic,Electronic check,True,93.15,False,True,One year,56,False,False
True,False,DSL,Mailed check,True,62.15,True,False,Month-to-month,2,False,False
False,False,No,Credit card (automatic),False,19.7,False,False,Two year,27,True,False
False,False,No,Mailed check,False,20.8,False,False,Month-to-month,1,False,False
True,False,Fiber optic,Credit card (automatic),True,110.1,True,True,Two year,63,False,False
False,False,No,Mailed check,False,20.25,False,False,Month-to-month,2,False,False
False,False,No,Electronic check,False,19.65,False,False,One year,13,False,False
True,False,Fiber optic,Credit card (automatic),False,69.95,False,False,Month-to-month,5,True,False
True,False,Fiber optic,Credit card (automatic),True,95.0,True,True,One year,45,True,False
False,True,Fiber optic,Electronic check,True,104.95,True,True,Month-to-month,50,False,False
False,False,Fiber optic,Bank transfer (automatic),True,78.55,False,False,Month-to-month,7,False,False
False,False,No,Mailed check,False,19.5,False,False,Month-to-month,1,False,False
False,False,Fiber optic,Credit card (automatic),False,81.7,False,False,One year,31,False,False
False,False,DSL,Electronic check,False,61.55,False,False,One year,26,False,False
True,False,Fiber optic,Bank transfer (automatic),True,74.25,False,False,One year,66,True,False
True,False,DSL,Bank transfer (automatic),False,63.9,False,False,One year,40,False,False
False,False,DSL,Credit card (automatic),False,36.0,False,False,One year,40,False,False
True,False,Fiber optic,Electronic check,True,90.25,True,False,Month-to-month,8,False,False
True,False,Fiber optic,Bank transfer (automatic),True,104.4,True,False,One year,64,True,False
True,False,DSL,Bank transfer (automatic),False,82.85,True,False,Two year,68,True,False
True,False,Fiber optic,Electronic check,True,82.65,False,True,Month-to-month,14,False,False
False,False,DSL,Electronic check,True,66.85,True,False,Month-to-month,7,False,False
True,False,No,Mailed check,False,20.05,False,False,Month-to-month,33,False,False
True,False,Fiber optic,Bank transfer (automatic),False,115.15,True,True,Two year,72,False,False
False,False,No,Mailed check,True,26.1,False,False,Two year,67,False,False
True,False,Fiber optic,Bank transfer (automatic),True,90.8,False,True,Month-to-month,16,True,False
False,False,Fiber optic,Credit card (automatic),True,106.75,True,True,Two year,71,False,False
True,False,No,Bank transfer (automatic),True,19.85,False,False,Two year,39,True,False
False,True,DSL,Bank transfer (automatic),False,83.0,False,True,One year,63,False,False
True,True,Fiber optic,Credit card (automatic),True,84.8,False,False,Two year,72,False,False
True,False,Fiber optic,Credit card (automatic),False,115.1,True,True,Two year,61,True,False
False,False,DSL,Mailed check,True,58.9,False,False,One year,47,False,False
True,False,No,Mailed check,False,20.85,False,False,Month-to-month,3,False,False
False,False,Fiber optic,Credit card (automatic),True,97.65,False,True,Two year,69,False,False
True,True,Fiber optic,Electronic check,True,108.9,True,True,Month-to-month,34,True,False
False,False,No,Bank transfer (automatic),True,19.6,False,False,One year,26,False,False
False,False,Fiber optic,Electronic check,True,84.6,True,False,Month-to-month,12,False,False
True,False,Fiber optic,Mailed check,True,79.65,False,True,Month-to-month,24,False,False
False,False,Fiber optic,Bank transfer (automatic),True,92.15,False,True,One year,66,False,False
False,False,DSL,Credit card (automatic),True,59.8,False,True,Month-to-month,14,True,False
True,True,Fiber optic,Credit card (automatic),True,105.85,True,True,Two year,65,False,False
True,False,No,Mailed check,False,19.75,False,False,Two year,47,True,False
False,True,DSL,Credit card (automatic),False,54.8,False,False,Month-to-month,24,False,False
False,False,No,Mailed check,False,19.85,False,False,Month-to-month,9,False,False
True,True,Fiber optic,Credit card (automatic),True,105.75,True,True,One year,72,False,False
False,False,DSL,Credit card (automatic),False,67.2,True,True,Two year,72,True,False
False,False,DSL,Mailed check,True,55.8,False,True,Month-to-month,5,False,False
False,False,Fiber optic,Bank transfer (automatic),True,99.15,True,False,Month-to-month,21,False,False
False,False,Fiber optic,Bank transfer (automatic),True,79.85,False,False,Month-to-month,54,False,False
True,False,DSL,Electronic check,True,59.55,True,True,Two year,67,True,False
False,False,No,Credit card (automatic),False,20.35,False,False,Two year,27,False,False
False,False,No,Bank transfer (automatic),False,20.15,False,False,One year,23,False,False
True,False,No,Mailed check,False,25.75,False,False,Two year,31,True,False
False,False,Fiber optic,Bank transfer (automatic),True,94.75,False,True,One year,54,False,False
True,False,No,Mailed check,False,18.95,False,False,Two year,32,True,False
True,True,No,Bank transfer (automatic),False,25.0,False,False,Two year,61,False,False
True,True,Fiber optic,Credit card (automatic),True,85.05,False,False,Month-to-month,16,False,False
False,False,No,Mailed check,False,20.65,False,False,Month-to-month,7,False,False
False,False,DSL,Bank transfer (automatic),True,75.1,False,True,Two year,72,False,False
False,True,Fiber optic,Electronic check,True,106.8,True,False,One year,50,False,False
False,False,Fiber optic,Electronic check,True,94.6,True,False,Month-to-month,24,False,False
True,False,No,Mailed check,False,25.7,False,False,One year,44,True,False
False,False,DSL,Electronic check,True,55.45,True,False,Month-to-month,1,False,False
True,False,No,Bank transfer (automatic),False,24.75,False,False,Two year,71,False,False
True,False,Fiber optic,Credit card (automatic),False,109.15,True,True,One year,72,False,False
False,False,DSL,Mailed check,True,44.3,False,False,Month-to-month,1,False,False
True,False,Fiber optic,Bank transfer (automatic),True,92.55,True,True,Month-to-month,43,True,False
True,False,DSL,Mailed check,True,55.05,False,False,Month-to-month,37,False,False
True,False,No,Mailed check,False,20.1,False,False,One year,10,False,False
False,False,Fiber optic,Bank transfer (automatic),True,97.0,True,False,One year,30,False,False
False,False,No,Credit card (automatic),False,25.7,False,False,Two year,33,False,False
False,False,DSL,Electronic check,False,59.3,True,False,One year,39,False,False
True,False,Fiber optic,Credit card (automatic),True,104.45,True,True,One year,72,True,False
True,False,Fiber optic,Bank transfer (automatic),False,110.3,True,False,Two year,64,True,False
False,False,Fiber optic,Electronic check,False,86.25,False,False,Month-to-month,9,False,False
True,False,Fiber optic,Electronic check,False,105.55,True,True,Two year,71,True,False
True,False,No,Credit card (automatic),False,20.0,False,False,Month-to-month,55,True,False
True,False,No,Credit card (automatic),False,25.8,False,False,Two year,68,False,False
True,False,DSL,Bank transfer (automatic),True,85.9,True,True,Two year,66,False,False
True,False,DSL,Electronic check,True,44.95,False,False,Month-to-month,21,True,False
False,False,Fiber optic,Mailed check,True,80.55,False,False,Month-to-month,16,False,False
False,False,No,Bank transfer (automatic),True,19.7,False,False,Month-to-month,8,False,False
False,False,DSL,Mailed check,True,56.05,False,True,One year,26,False,False
True,False,No,Mailed check,True,20.2,False,False,Two year,38,True,False
True,False,DSL,Bank transfer (automatic),False,44.8,False,False,Month-to-month,13,True,False
False,False,Fiber optic,Electronic check,True,95.25,True,True,Month-to-month,10,False,False
False,False,Fiber optic,Credit card (automatic),True,99.65,True,False,Two year,41,False,False
False,False,Fiber optic,Electronic check,True,84.5,True,False,Month-to-month,49,False,False
False,False,No,Bank transfer (automatic),True,19.25,False,False,One year,36,False,False
True,False,DSL,Electronic check,True,75.1,False,True,One year,66,True,False
False,True,Fiber optic,Electronic check,True,84.7,False,False,Month-to-month,5,False,False
True,False,No,Mailed check,False,20.75,False,False,Two year,58,False,False
True,False,No,Mailed check,True,24.3,False,False,Month-to-month,5,True,False
False,False,DSL,Mailed check,True,57.2,True,True,Month-to-month,4,True,False
True,False,Fiber optic,Mailed check,False,99.65,True,True,Two year,46,True,False
True,False,No,Mailed check,True,24.95,False,False,Two year,51,True,False
False,False,DSL,Mailed check,False,65.1,False,False,Month-to-month,40,False,False
True,False,DSL,Bank transfer (automatic),False,57.8,True,True,Two year,70,False,False
False,False,DSL,Electronic check,True,55.0,True,True,Month-to-month,14,False,False
False,False,DSL,Electronic check,True,67.25,False,False,Month-to-month,12,False,False
True,True,Fiber optic,Bank transfer (automatic),True,74.6,False,False,Month-to-month,3,False,False
False,False,No,Credit card (automatic),False,19.5,False,False,Two year,53,False,False
False,False,DSL,Mailed check,True,65.1,True,False,Two year,62,False,False
True,True,Fiber optic,Bank transfer (automatic),True,70.65,False,False,Month-to-month,48,False,False
True,False,DSL,Mailed check,False,63.55,False,True,Two year,63,True,False
True,False,Fiber optic,Mailed check,False,96.6,False,True,Two year,66,False,False
True,False,Fiber optic,Credit card (automatic),True,106.05,True,True,Two year,36,False,False
False,False,No,Electronic check,False,18.85,False,False,Month-to-month,1,False,False
True,False,No,Mailed check,False,25.6,False,False,Two year,19,True,False
True,False,Fiber optic,Bank transfer (automatic),True,106.0,True,True,One year,40,False,False
False,False,Fiber optic,Credit card (automatic),True,76.0,False,False,One year,22,False,False
False,False,DSL,Electronic check,False,67.45,False,True,One year,37,False,False
False,False,Fiber optic,Bank transfer (automatic),False,80.1,False,False,One year,33,False,False
False,False,Fiber optic,Mailed check,True,104.55,True,True,One year,21,False,False
False,False,No,Bank transfer (automatic),False,19.7,False,False,Two year,66,False,False
True,True,DSL,Bank transfer (automatic),True,60.95,False,False,One year,67,False,False
False,False,DSL,Electronic check,True,59.45,True,True,Month-to-month,52,False,False
True,False,No,Bank transfer (automatic),False,24.15,False,False,One year,60,False,False
False,False,DSL,Bank transfer (automatic),False,86.6,True,True,Two year,72,False,False
False,False,Fiber optic,Electronic check,True,95.3,True,False,Month-to-month,58,False,False
True,False,Fiber optic,Bank transfer (automatic),True,93.25,True,True,Month-to-month,71,False,False
False,False,No,Mailed check,True,19.8,False,False,Month-to-month,15,False,False
True,False,DSL,Credit card (automatic),False,93.2,True,True,Two year,71,False,False
False,False,DSL,Electronic check,False,89.65,True,True,Two year,61,False,False
False,False,No,Mailed check,False,24.75,False,False,Two year,51,False,False
True,True,DSL,Mailed check,False,60.7,True,True,One year,26,False,False
False,False,No,Mailed check,True,19.65,False,False,Month-to-month,2,False,False
False,False,No,Mailed check,False,19.9,False,False,Month-to-month,19,False,False
False,False,Fiber optic,Electronic check,False,95.5,False,True,Month-to-month,35,False,False
False,False,DSL,Credit card (automatic),True,50.35,True,True,Month-to-month,26,False,False
False,False,No,Mailed check,False,19.9,False,False,One year,7,False,False
True,False,Fiber optic,Electronic check,True,93.5,False,True,One year,51,False,False
False,False,DSL,Electronic check,False,40.75,True,False,Month-to-month,9,False,False
True,False,Fiber optic,Electronic check,True,83.75,False,False,Month-to-month,23,True,False
True,False,Fiber optic,Bank transfer (automatic),True,107.6,True,True,Two year,62,False,False
False,False,No,Mailed check,False,19.15,False,False,Month-to-month,1,False,False
False,False,Fiber optic,Bank transfer (automatic),False,101.35,False,True,One year,68,False,False
True,False,DSL,Electronic check,False,83.25,True,True,Month-to-month,18,True,False
False,False,Fiber optic,Electronic check,True,100.05,True,True,Month-to-month,37,False,False
False,False,Fiber optic,Bank transfer (automatic),True,88.9,False,False,One year,66,False,False
False,False,DSL,Credit card (automatic),False,64.5,False,True,One year,30,True,False
False,False,No,Credit card (automatic),True,19.55,False,False,Two year,65,False,False
True,False,DSL,Electronic check,False,29.1,False,True,Month-to-month,24,False,False
True,False,DSL,Electronic check,True,74.55,True,True,Month-to-month,40,True,False
True,False,No,Credit card (automatic),False,19.7,False,False,Two year,72,True,False
True,False,DSL,Credit card (automatic),False,33.15,False,False,One year,12,True,False
False,False,No,Mailed check,False,19.8,False,False,One year,15,False,False
False,False,Fiber optic,Mailed check,False,70.05,False,False,Month-to-month,9,False,False
False,False,DSL,Bank transfer (automatic),False,59.75,False,False,Two year,72,False,False
True,True,Fiber optic,Electronic check,True,98.85,True,True,Month-to-month,46,False,False
True,False,No,Bank transfer (automatic),False,25.15,False,False,Two year,70,False,False
False,True,Fiber optic,Credit card (automatic),True,102.85,True,True,One year,66,False,False
False,False,DSL,Bank transfer (automatic),True,55.7,False,True,Month-to-month,41,False,False
True,True,DSL,Bank transfer (automatic),True,89.85,True,True,Two year,72,False,False
False,False,Fiber optic,Credit card (automatic),True,74.6,False,False,Month-to-month,8,False,False
False,False,No,Credit card (automatic),False,19.6,False,False,Two year,68,False,False
True,False,DSL,Mailed check,False,88.1,True,True,Two year,61,True,False
True,False,No,Mailed check,False,19.35,False,False,Month-to-month,16,True,False
False,False,DSL,Bank transfer (automatic),False,59.65,False,True,Month-to-month,42,False,False
True,False,Fiber optic,Bank transfer (automatic),True,78.95,True,False,One year,34,True,False
True,False,DSL,Electronic check,True,64.75,True,False,One year,13,True,False
True,True,Fiber optic,Electronic check,True,104.45,True,True,Month-to-month,23,False,False
False,False,Fiber optic,Credit card (automatic),True,89.6,True,False,One year,40,False,False
True,False,Fiber optic,Credit card (automatic),True,116.4,True,True,Two year,72,True,False
True,True,Fiber optic,Credit card (automatic),True,82.95,False,True,One year,59,False,False
False,False,DSL,Electronic check,True,61.0,False,True,One year,54,True,False
False,False,DSL,Bank transfer (automatic),True,54.65,False,False,Month-to-month,33,False,False
False,False,DSL,Electronic check,False,56.75,False,True,Month-to-month,4,False,False
True,False,DSL,Bank transfer (automatic),False,79.85,True,True,Two year,66,True,False
True,False,Fiber optic,Credit card (automatic),True,105.1,False,True,One year,69,True,False
True,False,Fiber optic,Credit card (automatic),True,90.4,False,True,Month-to-month,49,True,False
